Test configuration
10,10
50.0,50.0,50.0,100.0
8,5,0.0,0.0,100.0,100.0
8,4,0.0,0.0,100.0,100.0
8,7,0.0,0.0,100.0,100.0
8,6,0.0,0.0,100.0,100.0
8,3,0.0,0.0,100.0,100.0
8,2,0.0,0.0,100.0,100.0
1,2,100.0,0.0,0.0,100.0
1,3,100.0,0.0,0.0,100.0
1,4,100.0,0.0,0.0,100.0
1,5,100.0,0.0,0.0,100.0
1,6,100.0,0.0,0.0,100.0
1,7,100.0,0.0,0.0,100.0
2,3,100.0,0.0,0.0,100.0
2,2,100.0,0.0,0.0,100.0
2,5,100.0,0.0,0.0,100.0
2,4,100.0,0.0,0.0,100.0
2,7,100.0,0.0,0.0,100.0
2,6,100.0,0.0,0.0,100.0
4,2,100.0,100.0,100.0,100.0
4,3,100.0,100.0,100.0,100.0
4,6,100.0,100.0,100.0,100.0
4,7,100.0,100.0,100.0,100.0
4,4,100.0,100.0,100.0,100.0
4,5,100.0,100.0,100.0,100.0
5,3,100.0,100.0,100.0,100.0
5,2,100.0,100.0,100.0,100.0
5,7,100.0,100.0,100.0,100.0
5,6,100.0,100.0,100.0,100.0
5,5,100.0,100.0,100.0,100.0
5,4,100.0,100.0,100.0,100.0
7,4,0.0,0.0,100.0,100.0
7,5,0.0,0.0,100.0,100.0
7,6,0.0,0.0,100.0,100.0
7,7,0.0,0.0,100.0,100.0
7,2,0.0,0.0,100.0,100.0
7,3,0.0,0.0,100.0,100.0
